Compensation,Post time,Description,Post Id,Title,URL,Address,Employment Type
,2017-06-14  9:22am,"
        
July 1 Move-In!!  My good friend is moving out and I'm looking for a new roommate.  It's a 2bed/1bath, south-facing unit.  Walking distance to everything in Duboce and Castro.  I'm very respectful, responsible, and easy-going.  Looking for the same.  

Contact me to set up a showing.    ",post id: 6176540455,Bedroom available - A++ location! Border of Duboce/Castro,https://sfbay.craigslist.org/sfc/roo/6176540455.html,castro / upper market,
196,2017-06-14  9:10am,"
        
House for rent @Capitol AVE, San Francisco, three  bedrooms(14'x14' $1000), sharing 1 bathroom, two Master room($1200 up) with own bedrooms. Dining room with full kitchen will be shared. With Dryer and Washing Maching. Muni M Line to Down town.  Close to transportation to San Francisco State University
San Francisco City College, AAU, easy freeway access . a year rent prefer,

Attached parking and no pets allowed, No smoking, Utilities not included.


    ",post id: 6176519121,House for Rent,https://sfbay.craigslist.org/sfc/roo/6176519121.html,ingleside / SFSU / CCSF,
1200,2017-06-07  1:39pm,"
        
I am doing my MFA at the Academy of Art University, young 32 years old male. I study full time, friendly, yet sometimes introverted. I enjoy my own space but also like to hang out and have good time.
1.	Looking for 1 roommates male or female who are mature, considerate, clean, easygoing, with the same schedule who leads a healthy life.   
2.	Unit includes 2 bedrooms -- 1 bathroom _ fully furnished- spacious -- large closet- Lots of natural light- large kitchen- large living room., unit is approx 1200 sqft
3.	Coin operated washer and dryer in building, dishwasher, carpet floor, wall to wall, elevator, bedrooms furnished. All common areas furnished.
4.	 Parking available with extra fee $180. 
5.	Utilities cost to split (Internet, cable TV, PG &E, Netflix) 
6.	Close to bus lines 38, 31, 5, 29, 1 convenient access to downtown about 20 minutes.

I have lived here for 2 years and I love it.
Cleanliness is an absolute must.
Non Smoker-No drugs- No pets 
One who doesn't brings the party home.
Rent month to month $1400
Deposit $1400
Must have recent credit report/ good credit and good landlord references.

Located on 23rd ave cross st Geary

If interested please call me or email me about your self as your LINKEDIN as well as your Facebook profile.
Email to this address Txt me or call at Cell phone # 
 
(txt is preferred)
    ",post id: 6166716546,SPACIOUS ROOM IN BEAUTIFUL FLAT move in July 1st,https://sfbay.craigslist.org/sfc/roo/6166716546.html,inner richmond,
,2017-06-14  9:16am,"
        
AVAILABLE NOW! We are looking for ONE PERSON ONLY.

CLEAN, CONVENIENT and SAFE!

NEWLY REMODELED & NEWLY FURNISHED room with PRIVATE BATH available for INTERNATIONAL students, students or anyone! This is a quiet environment, so definitely no parties or overnight stays.

SHARED: Kitchen, entrance and utilities. The tenants are friendly, respectful and very tidy.

CONVENIENTLY located: on 37th Ave - parallel to Sunset Blvd!!! Near GOLDEN GATE PARK and Lake Merced (10 min walk)! Also near grocery shopping (Lucky's near by), restaurants, laundromat, library, banks, Stonestown Mall, SFSU, UCSF and many bus lines!

BUS LINES: 29, 66, L, 48, 71, and 16X bus lines.
SFSU - 5-10 mins bus ride
UCSF - 30 min
CCSF - 18 mins bus ride
Downtown - 30 mins bus ride

ABSOLUTELY NO OVERNIGHT GUESTS! Sorry, no pets!
    ",post id: 6176528534,"NEW, PRIVATE BATH! NEW FURNISH! 5 Min DRIVE to SFSU, near UCSF, BEACH",https://sfbay.craigslist.org/sfc/roo/6176528534.html,sunset / parkside,
1200,2017-06-06  7:46am,"
        
Drug rehab and detox is offered at our luxurious recovery center. Access top of the line care with our specialized physicians and psychiatrists. Most private health insurances or PPO are accepted. Don't suffer from a substance abuse problem any longer. Please make the call today and enroll into addiction recovery treatment that really works. Dont delay in getting help. Call our treatment facility.    ",post id: 6164572468,Leave Substance Abuse Behind with Addiction Recovery Treatment,https://sfbay.craigslist.org/sfc/roo/6164572468.html,downtown / civic / van ness,
1200,2017-06-06  7:47am,"
        
Drug rehab and detox is offered at our luxurious recovery center. Access top of the line care with our specialized physicians and psychiatrists. Most private health insurances or PPO are accepted. Don't suffer from a substance abuse problem any longer. Please make the call today and enroll into addiction recovery treatment that really works. Dont delay in getting help. Call our treatment facility.    ",post id: 6164573392,Leave Substance Abuse Behind with Addiction Recovery Treatment,https://sfbay.craigslist.org/sfc/roo/6164573392.html,downtown / civic / van ness,
1BR,2017-05-31  2:21pm,"
        
LOVELY FURNISHED MASTER BEDROOM WITH PRIVATE FULL BATH 

Monthly $ 1800 Single occupancy



The Space
A lovely fully furnished one master bedroom with full kitchen, full bath and yard. Shared on-site free washer and dryer. Street parking. This unit is situated in a beautiful and safe residential area of San Francisco on a very quiet street. You are about 20 minutes to downtown by bart. Walking distance to awesome restaurants, grocery stores, and shops. Weekly rate is $600. 

Getting around:
While you live in a quiet neighborhood, San Francisco transportation makes us close to everything. We are a few blocks from the 280 freeway, as well as the Balboa Park BART and MUNI station. The 280 can take you to SFO in about 15 minutes, Silicon Valley about 30 minutes, San Jose about 50 minutes and downtown in about 10. Similarly, BART can take you to the Mission District in 6 minutes, Powell station in 12 and Embarcadero in 15 MUNI light rail lines J, K, and bus lines 29, 43, 8x, 54, and the 14 (which runs all night), are short walking distances to make this location easy access to anywhere in the City and Bay Area.

By Automobile - times vary depending on traffic conditions.
8 mile/16 mins to UCSF Mission Bay
6 miles/18 mins to UCSF Parnassus 
6 miles/14 mins to SF General
2.5 miles/8 mins to SF State
1.6 miles/7 mins City College

Balboa Park is a short walk away and includes one of eight public swimming pools in the city. Featuring dimensions of 100' x 40' and six lanes, Balboa Pool has long been one of the city's most popular sites for recreational and lap swims. Balboa Park is a neighborhood and public park created in 1909 and recently renovated. Inside of the park there is a a children's playground, a stadium, baseball diamonds, tennis courts. The only public soccer-specific stadium, Boxer Stadium, is located within Balboa Park.
    ",post id: 6156356502,FURNISHED LOVELY MASTER BEDROOM with PRIVATE BATH,https://sfbay.craigslist.org/sfc/roo/6156356502.html,excelsior / outer mission,
,2017-05-31  2:23pm,"
        
CHEERFUL Fully furnished bedroom with shared bathroom in convenient and safe San Francisco location

Monthly $1590
WEEKLY $ 480


Our house is situated in a beautiful and safe residential area of San Francisco on a very quiet street. We have a 4 bedroom/3 bath house. We are about 20 minutes to downtown by bart. Walking distance to awesome restaurants, grocery stores, and shops. Your room is very nicely furnished with full private bathroom.   Shared full kitchen, living and dining area.  Shared on-site (free) washer and dryer. Street parking.  

I and your two other housemates are all single professionals who moved to the city recently and would like to share this lovely house we call home. We love meeting and sharing our City with people from around the world. 

Getting around: 

By Bart - 15 mins to downtown financial district

By Automobile - times vary depending on traffic conditions. 
8 mile/16 mins to UCSF Mission Bay 
6 miles/18 mins to UCSF Parnassus 
6 miles/14 mins to SF General 
2.5 miles/8 mins to SF State 
1.6 miles/7 mins City College Uber and Lyft friendly 

While we live in a quiet neighborhood, San Francisco transportation makes us close to everything. We are a few blocks from the 280 freeway, as well as the Balboa Park BART and MUNI station. The 280 can take you to SFO in about 15 minutes, Silicon Valley about 30 minutes, San Jose about 50 minutes and downtown in about 10. Similarly, BART can take you to the Mission District in 6 minutes, Powell station in 12 and Embarcadero in 15 MUNI light rail lines J, K, and bus lines 29, 43, 8x, 54, and the 14 (which runs all night), are short walking distances to make this location easy access to anywhere in the City and Bay Area. Balboa Park is a short walk away and includes one of eight public swimming pools in the city. Featuring dimensions of 100' x 40' and six lanes, Balboa Pool has long been one of the city's most popular sites for recreational and lap swims. Balboa Park is a neighborhood and public park created in 1909 and recently renovated. Inside of the park there is a a children's playground, a stadium, baseball diamonds, tennis courts. The only public soccer-specific stadium, Boxer Stadium, is located within Balboa Park. 

    ",post id: 6156359060,Lovely Bedroom with shared bathroom in a good and safe SF location,https://sfbay.craigslist.org/sfc/roo/6156359060.html,excelsior / outer mission,
1450,2017-06-14  9:33am,"
        
AVAILABLE JULY 4TH OR SLIGHTLY EARLIER! 

Posted rent is for one person. Rent for two people is $250 additional per month. 

For up to two people, we have a large (10'9""x 14"" w/ 11' ceiling) furnished bedroom with PRIVATE newly-remodeled bath in a one-of-a-kind modern 2 bedroom/2 bath historical Victorian beauty built in 1884! This is the lower of two flats. This modernized home is a real treat and we are looking to share it with up to two more responsible people from whatever background. The room is opening up July 4th or slightly earlier as a flexible term furnished lease, with preference given to those who agree to a one year term. 

FEATURES:
- First floor flat: rear opens to street level on Seymour Street; - Fully Furnished bedroom (wrought-iron-framed queen bed, oak night stand and two large dressers, plus other amenities -- not on the street -- quiet);
- Large walk-in closet with built-in shelves and drawers from California Closets;
- Sliding doors in back reading room to nice patio with gas grill;
- Newer 2nd bathroom with shower, fixtures, and electrical;
- Kitchen with granite counter tops, Cherrywood cupboards, modern appliances: new dishwasher, new refrigerator, gas stove, microwave, coffee maker;
- Comcast high-speed wireless or wired Internet (optional, share 1/3rd the cost);
- Protected by ADT Security, and 4K high-definition security cams;
- Electricity and natural gas (included, unless you're running lots of computer equipment and electronics constantly, then we'll talk);
- We have the place cleaned by our cleaning people every 4-7 weeks for $140ish. You'd pay one third of that. 
- Reasonable amount of storage in basement for your personal property (no room for large furniture items either in the apartment or in the basement -- remember, this is a fully furnished apartment);
- New large capacity commercial grade washer, and dryer;
- 11' ceilings in most parts of the flat except hallway;
- Central forced air heat; former coal-burning fireplace refurbished and converted to natural gas in living room; 
- DirecTV, plus large color flat panel TV in living room with hookup in your bedroom is available and optional: you pay 1/3 the DirecTV monthly bill (at this time, we don't subscribe to any premium channels). We have a large flat panel LCD TV for you to use if you need it; and 
- Dry Cleaner/Laundry literally one block away on Divisadero Street.

Parking is really pretty easy in the neighborhood, and there are NO RESIDENTIAL PARKING STICKERS NEEDED in our immediate neighborhood. We have street cleaning once a week on Fridays from 12-2 on our little side street, Seymour Street. Street parking is good in our neighborhood, with no residential parking permit currently required. 

In addition to the monthly rent, you'll pay a pro rata share of the building's water/sewer bill every month (depends on number of bodies occupying our unit, but your share of this amount is usually fairly minimal, probably around $23/mo.). Security deposit equivalent to one month's rent required; additionally, 1/2 of the last month's rent due upon signing of lease. Credit check required. 

We are a secure gay married couple, and we're looking for people cool with that. We're pretty easy going. Social drinking is cool. 420 is cool. We really would like you not to ""hole up"" in the room and never come out of it. We'd like to have a civil and friendly relationship with you. And, we encourage you to take advantage of what our flat has to offer. Have your friends over, make meals in the kitchen, have people over for dinner or whatever, and stuff like that. It's your home too! Oh, yeah. We've got two dogs: a brother and sister from the same litter, twelve years old, rescued from the Central Valley -- ""Large, medium-sized dogs,"" as we like to describe them. They're Shepherd mixes, and have never ever bitten anybody, although they are vocal when people come to the door. But they settle down soon after.... 

ABSOLUTELY NO hard drug users. We won't tolerate that. 

We're near a bunch of MUNI lines: 24 Divisadero, 5 and 5R Fulton, 31 Balboa, 38 and 38R Geary, 21 Hayes, 22 Fillmore -- all within one to seven minutes walking distance from our place. AND, we're just a few minutes' walk from the hustle and bustle of the ""happening"" Divisadero corridor of the NOPA neighborhood: with funky shops and all different kinds of bars and restaurants. And there are four different convenience stores and a Walgreens within a five minute or less walk from our place (and a Safeway about 6-7 blocks away, and a Bi-Rite and other fresh grocer close by too.)

Smokers cool, but we ask you to smoke outside on the patio, not in your room. 

To get started with the application, reply to this email, ASK FOR AN APPLICATION, and we'll email you back the Application for Rental. We can go from there, OK? Thanks! If you have a dog that we agree on, there's a $200 addition to your security deposit. Sorry, NO CATS!    ",post id: 6176558161,NOPA/Divisadero FURNISHED Bedroom w Private Bath in Updated Victorian,https://sfbay.craigslist.org/sfc/roo/6176558161.html,alamo square / nopa,
,2017-06-14  9:33am,"
        
Looking for a furnished room in a clean and quiet apartment? This might be the perfect living arrangement for you! 

Move in: July 1, 2017
Lease: Month to Month 
Rent: $1,565/month 
Deposit: $1,600
Utilities: ~ approx. $140 (includes cable, internet, garbage, water, heat & gas) 
Cleaning service - $45/month

About the house:

Our flat is located on the top floor of a 3 unit Edwardian walk-up with 3 bedrooms and 1 shared bathroom we keep very clean. Common areas are furnished. 

We are located on Grant Ave. between Union and Filbert -- conveniently located within walking distance to the Fidi, Union Sq., Russian Hill, and the Marina and several bus lines.

The Room: 
*Furnished with a full-size bed and side table*
The room is on the larger size with 2 closets and a large window for great natural light. One wall is a pocket door found in most old historic SF buildings. That being said someone that is quite and considerate of the person on the other side of the wall is crucial. 

About us: 
We are two professional women in our early 30s. We're usually out and about rather than hanging around the apartment. We prefer not to ""bring the party home"" and a clean and maintain a clutter-free living space. Looking flatmate who is respectful of the noise level and other's personal space. 

Other info: 
No Smoking/Drugs 
Street parking 
Laundromat located directly across the street 
No Pets    ",post id: 6176558277,Month-to-month sublet in the heart of the North Beach,https://sfbay.craigslist.org/sfc/roo/6176558277.html,north beach / telegraph hill,
913,2017-06-05  7:58pm,"
        
Hello, I'm a young female looking for another female roommate for preferably a 15 month lease, (12 month lease is also available).  Room will be available on June 26, 2017. I am a single, straight, female who is a graphic designer in the tech industry. 

Attached are photos of your bedroom and outside closet, your private bathroom, the kitchen, and the living room space.

About the apartment:
 - Rent is $1,856 a month, which includes utilities.
 - If you need a parking space, that's an additional $175 per month.
 - Comcast is $36.50 per person.
 - PG&E is roughly about $20 - $25 per person.
 - Your room is not furnished.
 - Your space will include your room (which includes a closet), your own private bathroom, and another 1.5 closets located right outside your room. One half of the second closet is dedicated to communal items, like the vacuum, household cleaners, etc. The other half is for your stuff. 
 - Living room is fully furnished with one couch, a small dining table, numerous chairs, and a 50 inch flat screen
 - Kitchen is stocked with modern appliances, microwave, dishwasher, and refrigerator 
 - Washers/Dryers located on every floor
 - Trash chute located on every floor
 - Recycling and compost located in the garage
 - The apartment is located on the 4th floor (top floor).
 - Muni lines are right across the street. About a 10 minute walk to Caltrain. Very close to 280 and 101 freeways.

About the complex:
 - 3 pools, including a 25-yard lap pool. It gets really warm in the spring and summer months and I definitely take advantage of this amenity during those times!
 - 3 hot tubs, 1 indoor, 2 outdoor
 - 2 gyms, 1 cardio and 1 weight room
 - 2 community recreation rooms and 1 theatre room, all with flat screen TVs 
 - On-site grocery/deli
 - Weekday shuttle to and from the Financial District
 - Overnight courtesy patrol
 - On-call maintenance

About you:
 - Female professional with a stable job
 - Easy going, clean, respectful, and organized
 - No pets, smoking, or drugs of any kind.
 - There isn't much storage and the living room is already fully furnished, so less common space furniture is preferred.

If you would like to find out more about the complex please visit this website: 
http://www.baysidevillage.com/index.htm

Also, a layout of the apartment is attached. Your bedroom is in the middle.

If you are interested please email me with a brief description of yourself and the following:
 - Typical work schedule
 - Interests and hobbies, etc
 - What's your availability to view the place

I look forward to hearing from you! Thank you!
    ",post id: 6164090672,"Hi! I'm looking for an awesome, new roommate. Available June 26-$1856",https://sfbay.craigslist.org/sfc/roo/6164090672.html,SOMA / south beach,
913,2017-06-06  7:01pm,"
        
Hello, I'm a young female looking for another female roommate for preferably a 15 month lease, (12 month lease is also available).  Room will be available on June 26, 2017. I am a single, straight, female who is a graphic designer in the tech industry. 

Attached are photos of your bedroom and outside closet, your private bathroom, the kitchen, and the living room space.

About the apartment:
 - Rent is $1,856 a month, which includes utilities.
 - If you need a parking space, that's an additional $175 per month.
 - Comcast is $36.50 per person.
 - PG&E is roughly about $20 - $25 per person.
 - Your room is not furnished.
 - Your space will include your room (which includes a closet), your own private bathroom, and another 1.5 closets located right outside your room. One half of the second closet is dedicated to communal items, like the vacuum, household cleaners, etc. The other half is for your stuff. 
 - Living room is fully furnished with one couch, a small dining table, numerous chairs, and a 50 inch flat screen
 - Kitchen is stocked with modern appliances, microwave, dishwasher, and refrigerator 
 - Washers/Dryers located on every floor
 - Trash chute located on every floor
 - Recycling and compost located in the garage
 - The apartment is located on the 4th floor (top floor).
 - Muni lines are right across the street. About a 10 minute walk to Caltrain. Very close to 280 and 101 freeways.

About the complex:
 - 3 pools, including a 25-yard lap pool. It gets really warm in the spring and summer months and I definitely take advantage of this amenity during those times!
 - 3 hot tubs, 1 indoor, 2 outdoor
 - 2 gyms, 1 cardio and 1 weight room
 - 2 community recreation rooms and 1 theatre room, all with flat screen TVs 
 - On-site grocery/deli
 - Weekday shuttle to and from the Financial District
 - Overnight courtesy patrol
 - On-call maintenance

About you:
 - Female professional with a stable job
 - Easy going, clean, respectful, and organized
 - No pets, smoking, or drugs of any kind.
 - There isn't much storage and the living room is already fully furnished, so less common space furniture is preferred.

If you would like to find out more about the complex please visit this website: 
http://www.baysidevillage.com/index.htm

Also, a layout of the apartment is attached. Your bedroom is in the middle.

If you are interested please email me with a brief description of yourself and the following:
 - Typical work schedule
 - Interests and hobbies, etc
 - What's your availability to view the place

I look forward to hearing from you! Thank you!
    ",post id: 6165594284,"Hi! I'm looking for a chill, new roommate. Available June 26-$1856",https://sfbay.craigslist.org/sfc/roo/6165594284.html,SOMA / south beach,
140,2017-06-14  9:34am,"
        
Hi there!

THE PLACE: 11.5 x 12 ft. room in a 3-bedroom / 2-bath shared apartment in the Inner Sunset, available June 23th, and running through at least October 1st... The room is quiet and cozy; off-street at the back of the unit with a window overlooking the garden area and Mt. Sutro. A full bath is shared with other roommate, and there is also a large living room with a fireplace! Our unit comprises the entirety of the top floor of a three-unit building on a residential block. Back yard access, and coin-operated laundry in the garage. Parking in a driveway spot is negotiable for a compact car. Conveniently located within a 5-minute walk to Golden Gate Park, a 15-minute walk to UCSF, and half a block from the N Judah Muni line. It's pretty nice.

US: The two of us roommates are working professionals in our early 30's (a male and a female), and we both work primarily from home and travel for work occasionally. There are also two furry roommates roaming the premises: 9-year old cat brothers! One of which is the most chill, friendly, dog-like cat you've ever met. His brother on the other-hand, is slightly more of a cat... There is a young family with two young children that live downstairs. 

YOU: Working professional (male or female, doesn't matter to us) or at least adult enough to have your shit together- respectful, tidy, and not allergic to cats (because that would just suck for you). You do not work from home, because we both work from home, and I think that we would probably go completely nuts if three of us worked from home. Single occupancy is ideal. No smoking of any kind in the building, but outside is fine.

MONIES: $1000 refundable security deposit and $1,500 a month, for a total of $2,500 to move-in. Utilities of gas, electric, internet, & Comcast cable end up being a total of around $30 per month per person. 

Email only please at first, we can exchange phone numbers after to set up a viewing time. Say, ""Hello, Ralph!""    ",post id: 6176559319,"Private Room in Large, Top-Floor Flat in the Inner Sunset",https://sfbay.craigslist.org/sfc/roo/6176559319.html,inner sunset / UCSF,
,2017-06-13 10:33pm,"
        
A group of young easy going male students who are very focus in studying, if you are looking for a quiet place to study, this is the right place.

This room is private (not shared) and it's fully furnished. The room is on the 2nd floor and it is very clean, sunny and quiet.

The room is located in the sunset area. Bus 28 is in front of the house which takes you to SFSU in less than 10 mins and the buses come frequently. 2 blocks of Muni N or Bus 71, N car will get you to downtown or to BART transfer within 20 minutes.

We are looking for similarly minded who is quite, clean, respectful MALE student in their ~20s.

Also nearby: great restaurants, grocery stores, Cafes, video stores, and public library. You will have your own bedroom, but share bathroom with other roommates.

$75 Utilities include garbage, wireless internet connection and electricity.

Washer/dryer is also available.

In order to maintain a good, clean, and quiet environment for all, no party, no drinking, no smoking, no drama, and no pets.

If you want a very quite academic environment that is conducive to success to this is the perfect place for you. If you are a social butterfly with an active social calendar this is not your best option.    ",post id: 6176031172,"Furnished Room at Sunset, Clean, Quiet, Great Location",https://sfbay.craigslist.org/sfc/roo/6176031172.html,sunset / parkside,
,2017-06-06  1:43pm,"
        
AVAILABLE July 1, 2017 Phone/Text: 
 
 For VISIT APPOINTMENT
	
Bedroom, in Must-See Spacious Downstairs Duplex Home:
FOR ONE PERSON ONLY
Lease: 1 year, then change to month-to-month. 

Share with 3 Housemates: Kitchen, Living Area, Front and Back Yards. 
SHARED Bathroom: 3-Piece (Shower)

In Glen Park/Bernal Heights neighborhood, minutes from the Mission District. 
Home rebuilt in 2000's with All Energy Efficient Double Pane windows. Quiet!
Close to public transportation, to within SF and to the greater Bay Area, enjoying immediate freeway access to the South Bay and East Bay via 280 and 101, and 
Glen Park Bart Station (Genentech Shuttle Bus Stop).

THE HOME:

This Downstairs Home has a covered spacious entrance.
Enjoy the Large Dine-in Kitchen with granite countertops, stainless steel gas cooktop, refrigerator, garbage disposal, lots of storage cabinets.
Living area is large, with tiled floor.
Kitchen-Living area will be shared with 3 other courteous, respectful and friendly housemates.
Stainless Steel cooktop, Vent hood, garbage disposal, refrigerator, and lots of kitchen cabinet space.
The house is also cable-internet ready, and has double pane windows through-out.
Your Bedroom: Bright, cozy, quiet and comfortable, about 11x11 sq ft. 
SHARED 3-Piece Bathroom: with granite countertop, shower.

Take advantage of the Front Yard (and Sun-filled Backyard), that's ready for you to create an oasis away from the city, BBQ or planting, with space to grow your own veggies and herbs. Tenants share responsibility to care for yards and walkways.

FREE STREET PARKING available. 
Located at the end of a cul-de-sac (no through street traffic), your new home quickly connects to main thoroughfares and Nearby Freeway Access (280 & 101), while remaining private and quiet. The ease of getting to and from work whether you drive or take public transit cannot be beat.
About 8 minutes walking distance to BART (Glen Park - Genentech and Apple Shuttle Bus Stops), and MUNI J-line.

Walkscore of 80/100

LOCATION: 127 Marsily Street, at Bosworth, Between Diamond and Mission St. 

BART:
Glen Park BART station is an easy 8 minute walk. BART brings you to downtown SF in about 15 minutes while also linking to two Bay Area airports (SFO and OAK), the East Bay, and South to the Peninsula.

MUNI:
The J-Church MUNI streetcar line with direct access to the Mission and Noe Valley is around the corner.
Near MUNI Bus Lines 23, 36, 44 an 52 providing access to basically the entire city.

Freeway Access:
Direct access to both 280 and 101 highways. The on-ramp to 280 is down the street. In minutes you are on your way to the South or East Bay.

Glen Park:
The quaint shops, public library, restaurants, Genentech and Apple Shuttle Bus Stop along Glen Park's Diamond Street are an easy 8 minute walk away. Glen Park Recreation Center, Glen Canyon Park, Upper Noe Recreation Center, Holly Park, St. Mary's Playground all closeby.

Mission District:
The Mission District is a 10 minute drive away or a quick ride on either the J-Church MUNI line or BART. Enjoy the Mission District without the parking mess or Friday and Saturday night nuisances.

(Near San Francisco State SFSU and CCSF, 280 Onramp @ Monterey Blvd., Intersection of Bosworth and Diamond, Stonestown Galleria - Genentech and Apple Shuttle Bus Stops)


Rent: $990/month
Deposit: $1,980
Move-In: Rent + Deposits.
Lease: 1 year, then change to month-to-month.
Utilities (Garbage+Water+PGandE+Cable-Internet): Shared by All Tenants.
No Smoking, No Drugs.
No Animals.

If interested: Please submit:
- Filled out ""Rental Application"" Form,
- Credit Reports, 
- Verification of Income (1 month Pay Stubs), Financial Statements,
- Photo ID, Social Security Card. 
- References (from prior landlords & Work), including phone numbers & addresses 

AVAILABLE: July 1, 2017
Phone/Text: 
 
    ",post id: 6165188158,Cozy Room 8 Minutes Walk From Glen Park BART Stn.,https://sfbay.craigslist.org/sfc/roo/6165188158.html,glen park,
,2017-06-05 10:48pm,"
        
Close to Balboa Park BART station and less than 3 mins walk to City College of San Francisco. This private room offers tons of sunlight through its big window. It is fully furnished with a brand-new bed and mattress, cabinet and a closet. There is an extra storage room you are free to use for your bike, surfboards and etc. The kitchen and bath is shared with 2 other wonderful housemates (male and female). Excellent neighbourhood for transit and food. Many buses and MUNI lines. Supermarket such as Whole foods and many other restaurants for quick bites. 
*Utilities included
*high speed internet are provided. 
*Ready to move in 6/11.
*Extra storage area.
Please contact me via e-mail with your name and a phone number for more information. Have a great day!
会说中文.　日本語でどうぞ。    ",post id: 6164207996,"Walk to BART, Quiet, New Furniture.",https://sfbay.craigslist.org/sfc/roo/6164207996.html,ingleside / SFSU / CCSF,
,2017-06-13 10:48pm,"
        
14 X 9 Furnished room available in 2-3 bedroom house. 
Shared with 1-2 others. 
Available month to month. 
10m walk to BART --easier access to downtown than most of San Francisco. 
Residential neighborhood close to Glen Park area. 
Includes utilities.

Must be ok with dogs! 



    ",post id: 6176038521,Room in Glen Park Area - Close to BART/ Easy Parking,https://sfbay.craigslist.org/sfc/roo/6176038521.html,glen park,
,2017-06-08 10:07pm,"
        
Hi, 
In the semi furnished 1 bedroom apartment(800 sqft) located close to SF downtown, 1 spot is available in the spacious living room. You will be sharing the living room with a decent male Software Engineer(25). Total number of occupants in the apartment would 3. The apartment is neat and clean and just a block away from Indian and American grocery stores, restaurants and AMC Vanness. 

Rent: $900 (Utilities excluded and need to be paid by splitting equally among 3 of us) The apartment building block has Muni and it's a couple of blocks away from BART station. 15 mins walk to financial district. 5 min walk to civic center. The apartment building is equipped with swimming pool, Jacuzzi, parking, gym and laundry service.    ",post id: 6168730753,Awesome looking apartment available in SF,https://sfbay.craigslist.org/sfc/roo/6168730753.html,,
,2017-06-13 10:52pm,"
        
Hey, so we're a group trying to save on rent, ages are in mid-20s and professions are engineers and marketers. We're a friendly bunch and the place is nice; there's good space; and we are looking to fill the spot!

The Available Room:
- Single room
- Dimensions are about 10ft x 13ft with a closet as well
- Furnished with bed and dresser inside
- The living room and common areas are of course also available for spending time in

House Breakdown - 5 Bedrooms total:
- 3 singles
- 2 doubles
= 7 people total (5 guys, 1 girl, + 1 open spot)

Price: 
- $1500 flat, Month-to-Month (utilities already factored in)

Deposit:
- $1500

Perks:
- WiFi
- Queen Mattress + Frame + Desk + Dresser (if desired)
- Laundry onsite (in kitchen)
- About 2 blocks from BART/MUNI, Whole Foods, Safeway, Mission District
- Lower deck thing for chilling
- Roof access
- Living room
- The Basics like cupboard space, closet, dresser, oven, microwave, dishwasher, fridge, freezer, etc.
- Parking is HARD. There's occasionally open spots on the street; but that is not a reliable longterm option.
- Furnished (We have couches, tables and many kitchen appliances)

Rules:
- NO SMOKING, no smokers, no pets, no drugs. 420 unfriendly.
- DO NOT CONTACT IF YOU SMOKE AT ALL IN ANY CONTEXT.

Extra notice:
- Tenancy is not subject to the just cause eviction provisions of the Ordinance.
- http://www.sfrb.org/index.aspx?page=1046
- If the ad is up, the spot is open

Text me at 
 
if you're really interested.
    ",post id: 6176040860,$1500 / 130ft2 - 5BR/2BA/1LR Mission single room (mission district),https://sfbay.craigslist.org/sfc/roo/6176040860.html,mission district,
